image_id,size_bin,sampling_weight,o2o_base_margin,rho_R_event_observed,rho_R_radius
1233__0_1928,t_8_16,44.130434782608695,0.2556320624994684,1,0.0234375
1233__0_1928,t_8_16,44.130434782608695,0.2003122467218651,1,0.0654296875
1233__0_1928,t_8_16,44.130434782608695,0.2003122467218651,1,0.048828125
1233__0_1928,t_8_16,44.130434782608695,0.5149213062566549,1,0.1611328125
1233__0_1928,t_8_16,44.130434782608695,0.5149213062566549,1,0.0947265625
128__1800_1800,t_8_16,43.8625,0.6991297582510266,1,0.052734375
128__1800_1800,t_8_16,43.8625,0.2576123884827029,1,0.203125
128__1800_1800,t_8_16,43.8625,0.2576123884827029,1,0.1923828125
128__1800_1800,t_8_16,43.8625,0.7703707486116249,1,0.22265625
128__1800_1800,t_8_16,43.8625,0.8125384453962503,1,0.2265625
128__1800_1800,t_8_16,43.8625,0.864417950931463,1,0.169921875
128__1800_1800,t_8_16,43.8625,0.1353211246499012,1,0.2080078125
128__1800_1800,t_8_16,43.8625,0.1353211246499012,1,0.0078125
128__1800_1800,t_8_16,43.8625,0.932683588934704,1,0.20703125
128__1800_1800,t_8_16,43.8625,0.2528295043361223,1,0.015625
128__1800_1800,t_8_16,43.8625,0.2528295043361223,1,0.0791015625
128__1800_1800,t_8_16,43.8625,0.2800560265127371,1,0.23046875
128__1800_1800,t_8_16,43.8625,0.2800560265127371,1,0.109375
128__1800_1800,t_8_16,43.8625,0.789506840893056,1,0.21875
128__1800_1800,t_8_16,43.8625,0.7231351149392283,1,0.125
128__1800_1800,t_8_16,43.8625,0.7231351149392283,1,0.080078125
128__1800_1800,t_8_16,43.8625,0.170647197262798,1,0.1171875
128__1800_1800,t_8_16,43.8625,0.6751226342285404,1,0.212890625
128__1800_1800,t_8_16,43.8625,0.8087085248407928,1,0.0791015625
128__1800_1800,t_8_16,43.8625,0.0296634617335182,1,0.00390625
128__1800_1800,t_8_16,43.8625,0.9866429484448772,1,0.2421875
128__1800_1800,t_8_16,43.8625,0.5774847710172614,1,0.0380859375
128__1800_1800,t_8_16,43.8625,0.4785411533645053,1,0.0595703125
128__1800_1800,t_8_16,43.8625,0.4785411533645053,1,0.0546875
128__1800_1800,t_8_16,43.8625,0.8458350912121188,1,0.0859375
